1,83751473296263.875
2,68579525266737.875
3,55527076245394.023
4,55555577429737.125
5,30754702063174.941
6,30097611350052.523
7,28050593446903.695
8,20917274564833.375
9,21501786440936.062
10,19737033526962.742
11,19030723695049.785
12,16671216489447.5
13,16718706715733.541
14,14256282965473.811
15,14695455234025.023
16,14542452532790.062
17,11095620696876.322
18,12153835542340.525
19,10042944773462.596
20,8513933455878.2656
21,9538732838369.0781
22,9496258961353.4062
23,9515744504266.9082
24,9160772232408.8223
25,8558431757166.8506
26,7474853953820.3652
27,6530136352914.6572
28,8055829706158.7832
29,7647122392865.8379
30,6896914991446.4512
31,5797335905715.5391
32,6202407784701.5518
33,5625333359699.2646
34,4703134768248.0039
35,5530393546166.5098
36,5277246723014.5527
37,4894958359553.125
38,5513541436368.0195
39,5875421418180.9492
40,5696023478886.2754
41,4902814378144.7354
42,2502284020721.2144
43,5367315924910.4961
44,4257037826734.2783
45,5398593927239.459
46,1076049295099.0168
47,4851553555404.874
48,5185952971225.3574
49,5219755704399.9863
50,4695821289452.9014
51,4621815188776.1582
52,4892917291658.6465
53,4359709745821.4067
54,4285766555134.6772
55,4324612036099.5825
56,3967266344688.2764
57,4550707737439.6152
58,3756857029676.2749
59,4132274818096.5322
60,4150259813804.4341
61,4019967578899.3359
62,4019645294200.7759
63,4532831670966.0352
64,3306648051881.2002
65,3933315753386.8052
66,3624391194012.1924
67,3835420751796.0483
68,3624120023001.7544
69,3306349680698.9268
70,3226364448096.2627
71,3488321432832.0781
72,3504608988998.876
73,2919224382771.6074
74,3546246741972.3252
75,3278544897264.0264
76,3326706116263.9331
77,2678849263281.7129
78,2800873079305.1938
79,3758606026262.458
80,3033058863441.7134
81,3068078298082.1699
82,3213452662022.4873
83,3145086577401.1543
84,3209786542141.0986
85,2811873668411.0688
86,2937334844667.8589
87,2907814154151.2056
88,3060701839603.7114
89,1061272518059.0854
90,2152891425605.5142
91,2580058783968.2124
92,2852854663231.1558
93,2502646825024.3667
94,2389127877668.771
95,2660455575999.5264
96,1836801436404.8425
97,1422147051693.9539
98,2457015409577.0845
99,2308406785737.542
100,2307089746150.2661
101,2079707378412.4443
102,2280853987691.9917
103,2203011652725.373
104,2215128078445.1646
105,1102625995725.7329
106,2329241436193.6577
107,1932853195027.7139
108,1904260864779.5757
109,2165994467661.6462
110,2128077809195.0142
111,1838651304305.5222
112,2174045398355.1218
113,1093906866086.9077
114,1746929887711.261
115,2150798916562.6821
116,1986990390757.239
117,1934892287333.4087
118,1941429943597.292
119,1915661846023.8589
120,1780764618363.1428
121,1787498702741.6802
122,1269532359284.5095
123,2061622115702.3093
124,2023287298262.9614
125,1703419246962.0347
126,519871236466.32935
127,1808671647910.6558
128,1935761072006.4761
129,1252839978307.3186
130,1791473316305.8044
131,1581437502183.2451
132,1875733471435.4727
133,1740858543662.4392
134,1818743508772.5017
135,1392876892784.4556
136,1607525503944.4429
137,1448744775166.5867
138,1687005137381.5146
139,1509773524674.5149
140,1442623087860.1016
141,1791543022102.4492
142,1495176164897.9207
143,2067142587049.7356
144,1487769292091.0029
145,1454656784376.9126
146,1863422375139.0991
147,1582681975294.0063
148,1556050798610.8403
149,1694868367189.6213
150,1430157505070.7139
151,1557374028982.6252
152,1252860022221.3052
153,1283934966958.4934
154,1345093161103.4236
155,1379449784290.8469
156,1471808824090.2073
157,1439796468575.1511
158,1521662074429.9058
159,1692446062241.593
160,1568047885616.0215
161,1576429636939.6838
162,1495270189761.6838
163,1038258752831.684
164,1140580525342.2395
165,1163173491691.2847
166,1781970275764.8474
167,1418842248137.2136
168,1268422450523.2732
169,1401186259793.4229
170,1846993356170.7976
171,1285780085299.9519
172,1282329196194.8267
173,1059979445057.2068
174,1109254789229.657
175,1247729456368.7283
176,1336360953381.7119
177,924835351699.14758
178,1136294734391.8745
179,1284771942400.1897
180,1693056254322.5679
181,407348235648.91907
182,674921368294.28516
183,1214172788891.0652
184,1350891026129.937
185,1370803346367.2878
186,1052213843001.1836
187,1045665646564.0431
188,1307875429186.9951
189,1220053687666.3091
190,1553699621249.8015
191,1012777164578.2681
192,1448041643305.3357
193,785943127780.30652
194,1341963453929.4807
195,1450550122909.9282
196,1121422525426.3755
197,1371664492567.9724
198,1448028370549.8848
199,1118330242139.0764
200,1106737714863.394
201,1295523392296.7993
202,1110119938321.928
203,1177924002970.252
204,895913566873.93225
205,886465480946.95654
206,762175435820.31165
207,1202529170497.071
208,1075945672335.6802
209,1002790697032.0421
210,908537963849.25977
211,1224740772710.4395
212,633461449962.6438
213,1182047566942.7954
214,1105425141592.5278
215,1228790156566.5806
216,1216440853178.7273
217,1224172647794.521
218,775820043248.41772
219,802173547493.48865
220,1149967450528.752
221,786678539925.65417
222,244670315384.46976
223,908470431968.91431
224,1213239695763.4702
225,1058219602170.2222
226,987179143759.01648
227,1110281536851.2676
228,545662510586.39581
229,790645479360.33667
230,340032678476.1319
231,1150018347320.196
232,778159196116.74988
233,967467239873.22449
234,1000405695932.7488
235,1019382796977.0347
236,352919009272.04449
237,1005594075261.4464
238,939132804691.86462
239,747285209959.48022
240,817798130108.17078
241,1225534494986.73
242,847522659215.94958
243,918965067269.17761
244,1059449799266.5839
245,1144270921466.3726
