2119,00000000000000002285
2191,00000000000000002480
2119,00000000000000002478
2140,00000000000000002662
2300,00000000000000002536
2517,00000000000000002242
2227,00000000000000002934
2135,00000000000000002947
2560,00000000000000002251
2858,00000000000000002564
2443,00000000000000002484
2045,00000000000000002041
2529,00000000000000002082
2512,00000000000000002904
2543,00000000000000002537
2261,00000000000000002994
2670,00000000000000002371
2751,00000000000000002988
2992,00000000000000002840
2676,00000000000000002015
2513,00000000000000002892
2507,00000000000000002861
2268,00000000000000002543
2639,00000000000000002728
2809,00000000000000002130
2497,00000000000000002542
2116,00000000000000002690
2068,00000000000000002639
2131,00000000000000002815
2591,00000000000000002423
2131,00000000000000002813
2106,00000000000000002990
2821,00000000000000002399
2001,00000000000000002729
2149,00000000000000002646
2274,00000000000000002353
2272,00000000000000002895
2103,00000000000000002757
2257,00000000000000002685
2157,00000000000000002094
2023,00000000000000002811
2516,00000000000000002700
2077,00000000000000002570
2524,00000000000000002753
2120,00000000000000002379
2249,00000000000000002625
2933,00000000000000002361
2039,00000000000000002812
2669,00000000000000002689
2768,00000000000000002667
2759,00000000000000002995
2685,00000000000000002852
2199,00000000000000002497
2781,00000000000000002487
2366,00000000000000002388
2386,00000000000000002654
2777,00000000000000002525
2190,00000000000000002882
2976,00000000000000002013
2887,00000000000000002128
2868,00000000000000002276
2404,00000000000000002515
2566,00000000000000002158
2579,00000000000000002565
2052,00000000000000002279
2561,00000000000000002295
2552,00000000000000002866
2942,00000000000000002376
2654,00000000000000002152
2265,00000000000000002527
2363,00000000000000002686
2910,00000000000000002306
2804,00000000000000002775
2238,00000000000000002747
2185,00000000000000002999
2699,00000000000000002006
2463,00000000000000002490
2507,00000000000000002594
2195,00000000000000002927
2838,00000000000000002481
2504,00000000000000002071
2826,00000000000000002385
2860,00000000000000002292
2287,00000000000000002959
2027,00000000000000002290
2921,00000000000000002361
2309,00000000000000002437
2850,00000000000000002088
2648,00000000000000002414
2630,00000000000000002302
2704,00000000000000002706
2971,00000000000000002138
2399,00000000000000002354
2244,00000000000000002481
2140,00000000000000002463
2465,00000000000000002840
2287,00000000000000002793
2878,00000000000000002359
2541,00000000000000002748
2926,00000000000000002304
2444,00000000000000002437
2264,00000000000000002842
2852,00000000000000002764
2647,00000000000000002451
2595,00000000000000002930
2141,00000000000000002109
2738,00000000000000002968
2862,00000000000000002189
2682,00000000000000002259
2642,00000000000000002189
2317,00000000000000002704
2997,00000000000000002876
2521,00000000000000002331
2697,00000000000000002491
2980,00000000000000002645
2405,00000000000000002869
2447,00000000000000002105
2674,00000000000000002767
2653,00000000000000002550
2836,00000000000000002641
2243,00000000000000002601
2949,00000000000000002790
2265,00000000000000002725
2733,00000000000000002007
2528,00000000000000002123
2547,00000000000000002075
2440,00000000000000002172
2929,00000000000000002444
2547,00000000000000002179
2370,00000000000000002588
2726,00000000000000002346
2692,00000000000000002141
2300,00000000000000002196
2062,00000000000000002139
2289,00000000000000002332
2547,00000000000000002509
2023,00000000000000002473
2732,00000000000000002021
2022,00000000000000002217
2937,00000000000000002089
2590,00000000000000002818
2418,00000000000000002232
2079,00000000000000002943
2768,00000000000000002353
2765,00000000000000002607
2155,00000000000000002909
2372,00000000000000002500
2772,00000000000000002402
2193,00000000000000002044
2958,00000000000000002300
2483,00000000000000002618
2635,00000000000000002070
2910,00000000000000002489
2094,00000000000000002103
2725,00000000000000002641
2073,00000000000000002476
2979,00000000000000002261
2989,00000000000000002935
2126,00000000000000002618
2688,00000000000000002828
2804,00000000000000002423
2049,00000000000000002003
2864,00000000000000002678
2141,00000000000000002803
2700,00000000000000002664
2104,00000000000000002455
2053,00000000000000002833
2702,00000000000000002596
2821,00000000000000002272
2768,00000000000000002128
2455,00000000000000002303
2383,00000000000000003000
2182,00000000000000002307
2639,00000000000000002397
2303,00000000000000002985
2027,00000000000000002076
2647,00000000000000002088
2937,00000000000000002394
2150,00000000000000002459
2464,00000000000000002593
2660,00000000000000002438
2936,00000000000000002118
2122,00000000000000002053
2987,00000000000000002001
2180,00000000000000002683
2494,00000000000000002709
2384,00000000000000002052
2635,00000000000000002133
2421,00000000000000002363
2549,00000000000000002728
2363,00000000000000002764
2778,00000000000000002956
2437,00000000000000002137
2608,00000000000000002375
2319,00000000000000002437
2853,00000000000000002429
2351,00000000000000002237
2507,00000000000000002680
2357,00000000000000002607
2380,00000000000000002965
