2545,00000000000000002306
2660,00000000000000002121
2843,00000000000000002084
2373,00000000000000002036
2934,00000000000000002947
2765,00000000000000002338
2558,00000000000000002496
2147,00000000000000002002
2172,00000000000000002665
2841,00000000000000002366
2167,00000000000000002343
2612,00000000000000002903
2708,00000000000000002491
2724,00000000000000002768
2239,00000000000000002475
2529,00000000000000002424
2426,00000000000000002843
2608,00000000000000002579
2832,00000000000000002072
2582,00000000000000002134
2832,00000000000000002217
2433,00000000000000002713
2458,00000000000000002671
2521,00000000000000002168
2563,00000000000000002038
2442,00000000000000002117
2567,00000000000000002283
2143,00000000000000002408
2305,00000000000000002087
2377,00000000000000002556
2140,00000000000000002091
2186,00000000000000002027
2094,00000000000000002348
2685,00000000000000002381
2460,00000000000000002196
2807,00000000000000002050
2762,00000000000000002452
2520,00000000000000002306
2906,00000000000000002203
2739,00000000000000002654
2296,00000000000000002575
2359,00000000000000002070
2706,00000000000000002820
2966,00000000000000002457
2885,00000000000000002912
2894,00000000000000002630
2717,00000000000000002594
2936,00000000000000002887
2467,00000000000000002228
2304,00000000000000002245
2048,00000000000000002251
2551,00000000000000002874
2930,00000000000000002291
2301,00000000000000002352
2016,00000000000000002430
2211,00000000000000002605
2762,00000000000000002674
2532,00000000000000003000
2548,00000000000000002428
2920,00000000000000002880
2815,00000000000000002555
2071,00000000000000002349
2774,00000000000000002193
2923,00000000000000002947
2505,00000000000000002818
2094,00000000000000002903
2271,00000000000000002165
2824,00000000000000002942
2654,00000000000000002748
2556,00000000000000002496
2742,00000000000000002603
2616,00000000000000002669
2711,00000000000000002382
2086,00000000000000002662
2717,00000000000000002462
2792,00000000000000002617
2604,00000000000000002583
2066,00000000000000002756
2865,00000000000000002523
2668,00000000000000002400
2292,00000000000000002683
2164,00000000000000002056
2548,00000000000000002791
2882,00000000000000002047
2582,00000000000000002301
2099,00000000000000002783
2888,00000000000000002173
2691,00000000000000002750
2085,00000000000000002001
2666,00000000000000002069
2281,00000000000000002220
2757,00000000000000002785
2571,00000000000000002843
2762,00000000000000002921
2184,00000000000000002299
2339,00000000000000002607
2653,00000000000000002415
2492,00000000000000002988
2632,00000000000000002370
2102,00000000000000002676
2391,00000000000000002134
2389,00000000000000002066
2599,00000000000000002311
2452,00000000000000002537
2948,00000000000000002185
2739,00000000000000002049
2035,00000000000000002785
2335,00000000000000002427
2147,00000000000000002678
2892,00000000000000002319
2446,00000000000000002540
2465,00000000000000002465
2729,00000000000000002420
2085,00000000000000002288
2039,00000000000000002617
2675,00000000000000002423
2816,00000000000000002092
2984,00000000000000002356
2158,00000000000000002905
2541,00000000000000002535
2353,00000000000000002206
2463,00000000000000002383
2868,00000000000000002087
2055,00000000000000002319
2003,00000000000000002141
2348,00000000000000002994
2293,00000000000000002111
2166,00000000000000002093
2047,00000000000000002336
2059,00000000000000002696
2363,00000000000000002951
2827,00000000000000002991
2879,00000000000000002934
2927,00000000000000002683
2480,00000000000000002248
2837,00000000000000002840
2611,00000000000000002693
2121,00000000000000002236
2551,00000000000000002896
2039,00000000000000002909
2872,00000000000000002119
2016,00000000000000002289
2344,00000000000000002552
2220,00000000000000002389
2822,00000000000000002482
2122,00000000000000002160
2894,00000000000000002621
2310,00000000000000002950
2580,00000000000000002963
2488,00000000000000002266
2759,00000000000000002462
2758,00000000000000002973
2786,00000000000000002142
2503,00000000000000002603
2160,00000000000000002408
2141,00000000000000002765
2418,00000000000000002860
2331,00000000000000002294
2721,00000000000000002161
2113,00000000000000002361
2011,00000000000000002081
2630,00000000000000002357
2124,00000000000000002159
2220,00000000000000002524
2212,00000000000000002600
2918,00000000000000002766
2150,00000000000000002356
2318,00000000000000002957
2930,00000000000000002886
2981,00000000000000002362
2855,00000000000000002945
2307,00000000000000002217
2590,00000000000000002896
2242,00000000000000002711
2812,00000000000000002724
2232,00000000000000002729
2862,00000000000000002474
2076,00000000000000002357
2302,00000000000000002935
2310,00000000000000002002
2446,00000000000000002310
2479,00000000000000002653
2878,00000000000000002126
2552,00000000000000002530
2979,00000000000000002132
2199,00000000000000002644
2704,00000000000000002637
2737,00000000000000002680
2316,00000000000000002316
2673,00000000000000002536
2217,00000000000000002748
2783,00000000000000002309
2309,00000000000000002269
2682,00000000000000002730
2399,00000000000000002112
2253,00000000000000002511
2409,00000000000000002465
2398,00000000000000002433
2123,00000000000000002806
2780,00000000000000002157
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
1,00000000000000000001
