"12","278"
"13","66"
"13","936"
"14","984"
"16","20"
"17","988"
"20","246"
"20","855"
"21","299"
"23","989"
"47","259"
"56","12"
"64","15"
"87","14"
"104","12"
"150","12"
"202","216"
"240","299"
"257","414"
"279","31"
"291","949"
"294","288"
"307","335"
"344","681"
"409","47"
"414","841"
"422","889"
"456","20"
"510","511"
"572","575"
"590","607"
"642","47"
"681","291"
"765","769"
"858","852"
"925","47"
"987","586"
"12","222"
"13","21"
"13","882"
"14","544"
"15","711"
"17","238"
"20","94"
"20","769"
"21","208"
"23","274"
"41","12"
"53","649"
"61","556"
"76","58"
"94","292"
"144","227"
"194","24"
"238","235"
"257","107"
"277","14"
"291","746"
"293","292"
"304","190"
"343","244"
"408","407"
"414","614"
"422","746"
"448","927"
"509","422"
"544","53"
"586","888"
"637","861"
"666","662"
"761","365"
"821","587"
"912","866"
"980","572"
"997","586"
"12","188"
"13","18"
"13","875"
"14","422"
"15","672"
"17","190"
"20","87"
"20","765"
"21","196"
"23","185"
"38","246"
"53","637"
"61","365"
"70","203"
"94","257"
"141","23"
"190","304"
"238","15"
"257","87"
"275","205"
"291","690"
"293","187"
"304","56"
"342","435"
"407","408"
"414","591"
"422","718"
"448","913"
"509","295"
"544","20"
"586","882"
"637","581"
"666","126"
"761","246"
"821","422"
"903","874"
"979","947"
"997","422"
"12","62"
"12","880"
"13","744"
"14","319"
"15","307"
"17","16"
"20","23"
"20","648"
"21","24"
"22","959"
"34","23"
"53","292"
"60","12"
"67","12"
"89","291"
"126","14"
"187","291"
"235","242"
"246","855"
"265","259"
"291","322"
"292","880"
"299","242"
"338","21"
"389","380"
"414","293"
"422","150"
"448","414"
"460","496"
"541","15"
"586","544"
"633","767"
"649","989"
"747","23"
"785","586"
"888","87"
"975","963"
"993","20"
"12","136"
"13","15"
"13","855"
"14","405"
"15","615"
"17","87"
"20","66"
"20","750"
"21","150"
"23","138"
"38","31"
"53","544"
"61","265"
"70","94"
"94","70"
"136","38"
"190","57"
"237","238"
"257","21"
"274","295"
"291","649"
"293","107"
"304","14"
"341","238"
"402","385"
"414","544"
"422","642"
"448","849"
"507","506"
"541","535"
"586","861"
"637","14"
"662","711"
"760","767"
"821","257"
"897","874"
"978","994"
"997","409"
"12","31"
"12","662"
"13","586"
"14","238"
"15","237"
"16","409"
"18","746"
"20","535"
"20","990"
"22","38"
"31","277"
"53","57"
"58","12"
"66","87"
"87","666"
"107","936"
"150","903"
"227","144"
"246","257"
"260","12"
"291","89"
"292","528"
"299","12"
"333","16"
"380","388"
"414","21"
"419","259"
"448","13"
"460","483"
"528","929"
"586","291"
"633","294"
"649","418"
"737","150"
"774","23"
"885","880"
"961","456"
"989","880"
"12","259"
"13","57"
"13","926"
"14","913"
"16","15"
"17","338"
"20","224"
"20","842"
"21","268"
"23","747"
"47","150"
"53","936"
"64","12"
"81","24"
"102","24"
"148","202"
"202","213"
"240","126"
"257","295"
"278","38"
"291","888"
"293","541"
"306","76"
"344","87"
"409","21"
"414","781"
"422","874"
"450","448"
"509","988"
"565","21"
"587","456"
"642","16"
"681","53"
"765","760"
"854","852"
"921","746"
"987","150"
"997","989"
"12","47"
"12","711"
"13","633"
"14","277"
"15","242"
"16","541"
"20","12"
"20","572"
"20","997"
"22","61"
"31","294"
"53","70"
"58","76"
"66","291"
"87","888"
"107","985"
"155","150"
"230","144"
"246","409"
"260","92"
"291","108"
"292","556"
"299","21"
"334","874"
"380","584"
"414","53"
"422","14"
"448","21"
"460","487"
"535","53"
"586","314"
"633","422"
"649","509"
"744","795"
"781","964"
"885","985"
"964","47"
"989","978"
"12","126"
"13","14"
"13","841"
"14","391"
"15","586"
"17","64"
"20","64"
"20","749"
"21","126"
"23","80"
"38","23"
"53","541"
"61","260"
"70","87"
"94","53"
"126","681"
"190","17"
"237","14"
"257","20"
"274","87"
"291","645"
"293","57"
"303","272"
"341","15"
"402","277"
"414","521"
"422","633"
"448","785"
"506","874"
"541","528"
"586","841"
"633","994"
"662","666"
"760","765"
"821","246"
"897","528"
"978","993"
"997","295"
"12","15"
"12","509"
"13","422"
"14","69"
"15","64"
"16","257"
"18","260"
"20","432"
"20","955"
"21","988"
"31","17"
"53","14"
"57","293"
"64","988"
"87","299"
"107","722"
"150","541"
"220","102"
"246","47"
"259","236"
"291","47"
"292","293"
"295","841"
"329","14"
"365","761"
"409","987"
"418","649"
"446","20"
"460","471"
"528","541"
"586","53"
"633","14"
"648","418"
"719","721"
"767","874"
"885","422"
"953","921"
"989","747"
"12","76"
"12","934"
"13","765"
"14","331"
