1237661088029606015,0.575469,1.37509,1.941,-0.0360003
1237661088024822536,1.00735,3.06909,3.701,-0.059
1237661088024822606,1.4684,2.50721,3.184,-0.105
1237661088024887302,0.761256,1.44754,1.356,-0.0959997
1237661088024887415,1.07245,2.14364,2.34,-0.116
1237661088024887822,1.04168,1.47494,2.867,0.212
1237661088030654878,2.01709,2.27154,3.895,0.345
1237661088029409748,2.75679,3.05706,2.549,0.151999
1237661088029409754,2.75929,3.17937,2.958,0.0609999
1237661088029540425,1.07304,1.87115,1.601,-0.0149994
1237661088029540763,2.15068,2.90277,3.368,-0.252
1237661088029606143,0.777384,2.04442,3.696,-0.218
1237661088024822177,0.571781,1.30933,2.155,0.00599957
1237661088024822318,1.0871,2.63153,3.947,-0.367001
1237661088024822771,2.7625,3.28805,3.357,-0.0569992
1237661088024822827,2.56999,2.76235,2.688,1.118
1237661088029671864,2.47577,2.65926,3.288,-0.0469999
1237661088030720121,0.665576,1.64853,1.715,-0.0249996
1237661088030785802,2.5851,3.19802,1.252,0.117001
1237661088029409746,2.0162,2.33363,4.003,0.195002
1237661088029410234,2.04539,3.12319,4.12,0.00799942
1237661088029606017,0.599698,1.54545,3.139,-0.249
1237661088024822636,2.27378,2.57394,3.561,-0.12
1237661088024887470,0.652576,1.39238,3.295,0.173
1237661088030720236,1.50393,1.83287,3.828,0.354
1237661088030785913,2.13334,2.46663,3.294,-0.0640001
1237661088030785940,2.07281,2.44196,3.302,0.853001
1237661088029606209,0.922451,1.98084,4.247,0.0669994
1237661088029671729,1.01432,2.13144,3.247,0.354
1237661088028164206,0.925046,1.62278,2.058,-0.162
1237661088028164227,0.52096,1.11989,2.489,0.53
1237661088028164468,1.82565,2.27434,0.769,-0.0389996
1237661087497781311,0.659624,1.75943,4.457,0.888
1237661087501975690,1.93915,2.3649,2.904,-0.368
1237661088029606057,0.682486,1.45478,2.54,-0.145
1237661088029737070,0.393904,1.29101,3.508,-0.27
1237661088030654503,0.887199,1.63794,1.918,-0.153999
1237661088029409468,0.949512,1.54301,0.14,-0.189
1237661088029409640,1.36254,1.97523,3.242,-0.394
1237661088029409658,2.64507,2.74101,2.543,0.196
1237661088029475122,1.51803,2.517,1.989,0.257999
1237661088029475350,1.73936,2.56027,3.176,-0.435
1237661088029540396,0.68302,1.50848,1.849,-0.0830002
1237661088024822401,0.857954,2.19977,4.174,0.0790005
1237661088024822567,0.751577,2.04326,2.893,-0.0780001
1237661088030654839,2.52032,3.06514,2.758,0.0690002
1237661088030785794,2.87677,3.20895,0.257,0.179
1237661088030851182,0.633184,1.32543,3.57,0.0360003
1237661088029475204,1.63766,2.40675,2.363,0.0690002
1237661088029540594,0.858297,1.8442,3.953,-0.202
1237661088029605923,0.634264,1.3546,2.559,-0.16
1237661088029606150,1.40084,2.27198,3.234,0.233001
1237661088029737004,0.66972,1.72235,3.449,0.0749998
1237661088029737355,0.836637,1.95418,3.006,-0.0859995
1237661088030720005,0.532589,1.37138,3.845,-0.499001
1237661088030785971,2.24659,2.48085,3.621,0.0419998
1237661088029409634,1.32704,2.25905,3.021,0.11
1237661088029474851,1.14046,1.92294,2.176,-0.066
1237661088029475198,0.77253,1.62858,3.682,0.724
1237661088029737391,1.59665,2.62042,3.881,-0.0559998
1237661088024822427,1.17314,2.19383,3.819,-0.606
1237661088024822550,0.403908,3.7031,3.138,0.729
1237661088030785618,0.856871,1.56895,1.522,0.0150003
1237661088030785905,1.89065,2.2487,3.142,0.0859995
1237661088029409698,2.46612,2.83575,3.468,-0.240999
