0 12
0 27
0 29
0 34
0 40
0 44
1 0
1 2
1 7
1 14
1 28
1 32
1 34
1 39
1 45
2 5
2 6
2 10
2 13
2 19
2 31
2 32
2 36
2 42
2 43
2 46
2 47
2 48
3 0
3 2
3 5
3 8
3 11
3 16
3 26
3 33
3 38
3 45
3 49
4 1
4 6
4 21
4 37
4 41
4 47
5 0
5 5
5 7
5 12
5 21
5 23
5 31
5 36
5 46
6 0
6 5
6 9
6 10
6 15
6 16
6 30
6 32
6 43
6 47
7 3
7 12
7 13
7 15
7 21
7 33
7 34
8 4
8 10
8 11
8 24
8 26
8 36
8 40
8 42
8 44
8 47
9 3
9 9
9 17
9 23
9 47
10 18
10 24
10 49
11 6
11 17
11 19
11 22
11 24
11 34
11 45
12 1
12 11
12 20
12 24
12 37
13 10
13 16
13 25
13 35
13 37
13 39
13 42
13 48
14 15
14 17
14 18
14 22
14 23
14 24
14 33
14 37
14 42
14 43
15 19
15 28
15 29
15 30
15 47
16 3
16 7
16 8
16 17
16 19
16 28
16 34
16 36
16 37
17 4
17 5
17 15
17 18
18 8
18 11
18 17
18 24
18 31
18 34
18 43
19 2
19 6
19 7
19 25
19 27
19 30
19 32
19 48
20 4
20 10
20 11
20 12
20 13
20 29
20 34
20 40
20 47
20 48
21 4
21 9
21 15
21 16
21 19
21 21
21 23
21 24
21 35
21 38
21 39
22 11
22 15
22 16
22 18
22 20
22 49
23 8
23 10
23 31
23 32
24 5
24 15
24 17
24 23
24 41
24 45
25 4
25 5
25 6
25 8
25 10
25 17
25 27
25 28
25 31
25 33
25 35
26 6
26 11
26 12
26 17
26 19
26 21
26 24
26 31
26 35
27 11
27 20
27 26
27 49
28 7
28 8
28 10
28 16
28 17
28 39
28 43
29 6
29 22
29 31
29 47
30 4
30 13
30 14
30 17
30 39
31 21
31 35
31 40
31 42
32 9
32 15
32 21
32 22
32 24
32 37
32 46
32 47
33 0
33 14
33 15
33 35
33 43
33 44
33 45
34 8
34 15
34 20
34 21
34 30
35 0
35 14
35 17
35 24
35 25
35 31
35 32
35 45
36 2
36 5
36 6
36 14
36 22
36 38
36 44
36 48
37 8
37 9
38 2
38 8
38 13
38 18
38 23
38 25
38 34
38 36
38 45
38 47
39 12
39 14
39 17
39 22
39 23
39 32
39 42
39 45
40 6
40 27
40 28
40 29
40 30
40 39
40 41
41 10
41 12
41 23
41 24
41 31
41 42
41 43
42 6
42 9
42 11
42 12
42 17
42 19
42 23
42 24
42 28
42 32
42 34
42 43
42 44
42 45
43 1
43 3
43 6
43 15
43 17
43 23
43 26
43 39
44 6
44 17
44 45
45 12
45 15
45 18
45 29
45 37
45 39
45 41
45 47
46 3
46 16
46 21
46 23
46 42
46 45
47 2
47 8
47 10
47 14
47 16
47 17
47 21
47 35
47 41
47 48
48 2
48 12
48 19
48 20
48 21
48 25
48 28
48 42
48 44
48 46
49 1
49 13
49 22
49 41
49 43
